500,1000,7,4
33,79,5545
382,404,3398
101,299,1787
52,361,1373
135,303,8522
264,271,4970
325,264,6953
416,160,9426
224,59,1102
233,380,945
358,50,3998
454,60,4520
26,323,607
126,129,8442
284,294,1790
424,194,7634
467,359,3553
353,56,3279
180,413,3864
127,393,2844
38,190,1815
10,120,7696
290,309,1116
328,186,6326
122,165,2589
53,210,7046
319,251,11
182,261,6201
314,378,1213
418,152,6815
182,384,8019
94,32,9867
19,282,7017
275,240,2866
491,463,3132
111,89,7684
20,204,4959
110,261,8557
443,370,2646
23,265,6038
165,331,1540
48,475,6796
383,71,451
156,171,5499
62,384,2065
77,229,4867
359,136,3619
499,270,9364
228,395,6634
402,180,8183
198,27,948
186,78,4012
189,459,6665
196,77,5496
227,105,1712
484,463,9626
218,71,4625
404,90,30
469,474,854
65,315,8985
315,227,3793
284,351,7159
210,367,1840
218,314,3197
270,415,8226
490,135,8535
267,383,5149
422,132,6494
175,219,7577
69,115,3696
415,357,4428
496,275,3575
239,128,3127
500,95,6902
82,455,1259
297,404,65
287,305,5082
84,178,6514
420,136,4875
165,107,7686
31,225,6746
270,405,7480
74,137,6318
342,359,1363
451,221,2789
361,4,2836
226,218,516
438,141,330
40,245,8891
63,439,8121
432,295,3372
89,412,4126
98,374,8986
107,496,9749
135,216,488
281,464,5772
248,197,2896
459,311,6894
438,113,1668
419,284,7431
36,362,5019
264,347,4316
437,174,6114
398,32,4681
437,13,5011
141,225,2590
287,315,4243
234,397,6191
315,127,8374
91,345,4910
273,374,8000
312,470,2065
304,500,8439
492,457,7474
242,483,5633
124,350,3342
199,61,9993
154,352,6819
397,278,7651
358,114,5120
485,426,1736
493,92,4907
221,133,6354
8,364,7962
298,13,3208
232,481,8196
287,147,5473
303,312,1871
38,208,1143
384,54,5845
285,421,6879
190,168,7377
281,214,7177
118,197,2245
417,220,9755
176,107,5818
430,214,7855
180,103,7180
448,119,3112
409,62,2546
128,417,8511
366,390,4562
471,440,9392
298,367,439
265,215,4036
35,353,3363
207,252,3533
68,497,2644
55,221,9891
190,143,9410
150,174,7914
94,321,9673
28,303,3608
382,65,7434
158,296,5301
23,264,2038
481,407,3475
482,32,1191
102,404,5218
440,216,4896
212,223,5545
177,272,5819
301,225,4810
146,273,7961
455,443,7068
347,371,9177
330,180,6451
217,381,5933
459,235,8282
372,454,6612
207,303,5571
325,256,7118
67,121,5283
245,290,6996
388,139,6267
210,121,1264
36,262,1010
282,26,480
381,67,1216
45,337,2320
321,208,8736
499,93,6349
489,345,6570
81,375,1238
355,291,9574
297,181,909
71,471,2544
10,96,36
310,68,834
107,223,9359
350,149,5708
35,9,9746
272,72,6430
83,91,6342
9,108,7048
180,204,2056
190,222,7612
297,273,4188
115,160,8084
433,112,9340
98,358,3631
221,2,1214
129,4,1139
440,24,6824
337,85,5269
32,351,8875
323,98,7836
494,255,3375
346,234,8404
350,348,6561
424,294,3628
339,191,5749
34,200,2115
258,253,9470
367,44,3913
221,80,6786
88,328,7729
369,359,980
181,254,1304
115,5,1721
148,265,5807
490,219,3340
146,117,2858
46,27,9142
493,62,5130
272,445,2119
335,220,6600
347,233,6587
7,454,2620
264,382,2087
143,380,3465
278,51,9992
176,384,2595
353,173,7826
163,82,8187
105,258,6610
316,121,2015
148,71,969
408,240,9089
119,223,3640
222,289,3127
466,410,5230
154,283,340
380,4,3078
126,311,5450
3,181,5875
428,70,5226
286,491,9925
93,138,4611
97,80,9878
445,156,3116
180,163,3331
55,206,8163
368,188,7092
239,498,5306
379,461,9226
497,219,5200
294,19,5448
304,269,468
128,225,603
35,186,4068
367,406,7055
303,369,2131
157,136,1550
300,182,8583
96,238,1796
114,93,8325
218,15,4252
411,301,2682
33,358,4167
155,412,8260
480,200,4817
13,43,7489
499,212,93
431,165,853
119,336,4293
168,238,5710
267,353,1101
180,339,7240
405,198,3448
162,127,2673
11,449,308
326,1,3718
80,112,2672
206,359,8213
324,410,7321
417,331,1222
291,185,2596
135,229,8191
6,490,6676
147,150,4099
290,141,2065
228,456,1892
51,202,2449
61,5,1400
266,496,5814
416,474,1475
196,282,2242
418,74,5736
198,421,1582
360,230,1839
231,156,5703
323,300,6102
95,375,9462
299,83,1379
212,125,1204
76,471,4919
401,148,9278
341,221,1068
243,247,734
91,313,6506
52,200,1419
487,372,652
473,33,508
345,145,9353
438,267,8504
346,104,9346
309,500,5631
21,59,5494
323,451,3585
124,109,8131
233,419,3668
486,19,9799
354,260,1167
326,169,4338
276,423,2783
303,158,2181
310,260,1508
450,45,806
55,190,750
28,353,5330
443,17,1634
293,420,3031
197,109,2665
38,258,56
465,498,8693
320,266,6975
9,320,45
226,130,6540
448,10,8174
107,247,5830
239,23,97
37,232,7127
396,69,5737
53,39,7122
240,101,7676
48,357,6598
78,86,2119
330,304,6017
452,208,8796
187,458,5452
231,33,1229
11,8,5228
165,99,321
255,76,7795
274,120,3088
93,181,4693
37,464,104
177,161,558
463,42,3461
266,383,9454
306,463,898
323,477,4263
18,106,9209
277,181,64
305,227,4364
260,329,6828
243,145,4658
5,225,3862
240,67,6929
58,309,4251
478,68,8169
236,103,6943
395,181,8066
138,14,1837
34,491,8406
310,367,6488
351,495,586
61,22,2568
53,387,3597
138,254,4400
377,53,418
234,490,802
152,82,8983
396,470,8511
382,243,4148
437,149,376
240,488,492
219,322,516
32,483,4165
12,31,6869
283,210,5024
25,172,5242
431,439,9498
494,240,905
362,296,4527
30,37,6103
160,142,3795
214,297,6194
158,46,1819
92,393,8292
83,432,5081
347,178,8640
324,242,685
420,135,1089
327,471,2021
385,52,3847
117,379,1868
249,3,9175
381,367,9405
427,24,6984
108,206,5159
256,443,7811
454,80,933
213,461,4372
321,132,5194
142,374,2352
430,381,6778
426,115,1320
310,204,878
150,22,8043
211,62,9443
415,29,3304
190,233,9419
91,275,1197
314,346,3715
232,430,3448
125,303,3351
342,283,105
204,141,3262
441,105,8042
136,353,6704
460,97,5773
77,442,271
90,405,4670
390,165,4049
470,25,4525
39,216,6658
1,383,5261
498,391,8650
102,298,6656
265,81,9346
458,235,3393
33,110,2320
173,129,4065
309,302,8290
326,10,5221
372,131,7674
76,260,6624
65,339,3776
351,220,8764
75,248,8185
129,500,667
383,493,1226
457,283,6944
494,488,6243
342,16,7478
34,374,9034
183,450,9533
103,299,5215
233,498,8374
49,429,1529
216,171,1773
255,358,779
170,358,4052
333,187,7055
195,299,5226
99,73,7043
162,284,6119
285,117,686
475,64,1340
405,229,4054
364,474,7901
269,467,6981
430,379,3804
249,478,7741
19,42,4864
32,444,932
44,179,3288
352,409,5186
242,160,8964
354,82,9446
500,28,320
118,456,7076
449,133,8210
394,307,5800
493,4,3108
372,346,8725
323,372,7666
284,420,5181
478,76,8831
141,479,1422
308,9,135
246,210,9242
164,399,3238
369,375,3101
214,130,5341
330,318,8660
139,138,6282
262,8,1711
40
485,344
252,157
411,165
237,492
51,968
222,241
14,752
269,585
196,412
115,424
350,243
85,702
408,56
371,941
103,931
136,793
358,662
176,674
321,551
7,418
316,107
246,386
150,581
378,39
123,566
277,788
291,277
450,764
36,551
59,873
392,328
202,830
142,82
329,418
433,589
49,296
111,645
104,850
175,194
148,118
